dirbt_id|sav_pavadinimas|seniunijos_pavad|statinio_kategorija|obje_tipas|pask_tipas|atr_uzstatytas_plotas|bendras_plotas|naudingas_plotas|gyv_plotas|verslo_plotas|pagalb_nenaud_plotas|pagalb_naud_plotas|rusiu_plotas|garazu_plotas|patalpu_kaip_atsir_nt_skaicius|gyv_pask_patalpu_sk|pastato_energ_naud_klase|aukstu_skaicius|stat_pradzios_metai|stat_pabaigos_metai|modern_pradzios_metai|modern_pabaigos_metai|sildymas|vandentiekis|nuoteku_salinimas|dujos|karstas_vanduo|elektra|virykle|vonios_kambarys|vedin_kondicionav|pamatai|sienos|stogo_konstrukcija|stogo_danga|perdanga|isores_apdaila|vidaus_apdaila|pertvaros|grindys|langai|durys|formavimo_data
65178183482725541|Kauno m. sav.|Kauno m.|2|22|220|1374|1564,06||0|||||||||2|1991|1991|||0|0|0|0|0|1|0|0|0|1|1|1|21|1|0|2|5|15|1|1|2026-08-03
65059946027114776|Kauno m. sav.|Šilainių sen.|2|20|110|117|89,56|89,56|65,44|||24,12||||||1|2017|2019|||6|1|1|1|1|1|0|1|1|2|19|2|2|3|1|2|2|13|8|6|2026-08-03
64813346352230294|Kauno m. sav.|Kauno m.|2|20|110|116|90,88|90,88|68,32|||22,56|||||4|1|2021|2022|||6|1|1|0|1|1|2|1|1|2|19|2|13|3|2|2|2|35|8|1|2026-08-03
64812769172429466|Kauno m. sav.|Kauno m.|3|28|240|20|0||0|||||||||1|2017|2021|||0|0|0|0||1||||2|48|2|2|3|15|19|0|24|0|4|2026-08-03
64683403128776823|Kauno m. sav.|Kauno m.|3|22|240|32|26,07||0|||||||||1|2025|2025|||0|0|0|0|0|1|0|0|3|2|48|2|2|3|2|2|0|14|8|4|2026-08-03
65106861522123249|Kauno m. sav.|Panemunės sen.|3|28|240|20|0||0|||||||||1|2012|2012|||0|0|0|0||1||||2|48|2|3|3|0||12|0|0|1|2026-08-03
65060073112881839|Kauno m. sav.|Šilainių sen.|4|20|110|50|65,54|65,54|50,29|||15,25||||||2|2014|2017|||3|1|1|1|1|1|2|1|1|2|19|1|20|1|2|2|2|14|8|1|2026-08-03
65063361813458731|Kauno m. sav.|Šilainių sen.|2|20|120|179|209,37|186,75|154,88|||31,87||22,62||2|4|2|2014|2017|||3|1|1|1|1|1|2|1|1|2|19|2|2|1|2|2|2|13|1|1|2026-08-03
65058975968466187|Kauno m. sav.|Vilijampolės sen.|2|20|110|67|100,23|100,23|81,27|||18,96||||1|4|2|2014|2017|||3|1|1|1|1|1|2|1|1|2|19|1|20|1|2|2|8|35|8|1|2026-08-03
64763494732902299|Kauno m. sav.|Kauno m.|2|22|224|1529|1468,49||0|||||||||1|1980|1985|||10|1|1|0|1|1|0|0|1|2|3|4|20|1|0|2|0|15|8|8|2026-08-03
6481513722747019|Kauno m. sav.|Kauno m.|2|22|212|204|197,35||0|||||||||1|2019|2021|||0|1|1|0|0|1|0|0|1|2|8|2|2|0|0|0|15|15|8|4|2026-08-03
64806671325911711|Kauno m. sav.|Kauno m.|2|20|110|144|92,06|92,06|79,81|||12,25|||||1|1|2021|2025|||6|1|1|0|1|1|2|1|3|1|19|2|26|3|2|2|2|38|8|1|2026-08-03
6486864983784861|Kauno m. sav.|Kauno m.|4|20|110|57|56,48|56,48|49,29|||7,19|||||4|2|2017|2022|||6|1|1|1|1|1|2|1|1|1|19|4|20|1|3|2|2|35|8|7|2026-08-03
65059002771870295|Kauno m. sav.|Šilainių sen.|2|20|110|57|84,79|84,79|63,81|||20,98||||1||2|2012|2014|||3|1|1|1|1|1|2|1|1|2|19|2|2|1|2|2|2|2|8|1|2026-08-03
64743327068856896|Kauno m. sav.|Kauno m.|2|22|214|174|151,12||0|||||||||1|2004|2023|||0|0|0|0|0|1|0|0|1|2|19|2|2|1|15|1|2|15|8|4|2026-08-03
64755538845526664|Kauno m. sav.|Kauno m.|2|20|120|138|258,77|258,77|201,42|||57,35|||2|2|1|2|2023|2023|||0|1|1|0|0|1|0|0|0|2|19|2|2|1|1|1|8|15|8|8|2026-08-03
64714076429326445|Kauno m. sav.|Kauno m.|3|22|266|82|71,41||0|||||||||1|2023|2024|||0|1|1|0|0|1|0|0|1|2|48|4|38|3|5|19|0|15|8|4|2026-08-03
64707346211840655|Kauno m. sav.|Kauno m.|3|22|240|10|7,92||0|||||||||1|2024|2024|||0|0|0|0|0|0|0|0|1|2|48|2|2|0|15|19|0|26|0|8|2026-08-03
64900973842393989|Kauno m. sav.|Kauno m.|2|20|120|104|149,08|149,08|123,37|||25,71||||2|4|2|2011|2018|||7|1|1|1|1|1|2|1|1|2|19|2|2|1|2|2|2|35|8|1|2026-08-03
65348325350217992|Kauno m. sav.|Šilainių sen.||28|240|212|0||0|||||||||1||1965|||0|0|0|0||1||||12|48|2|3|0|0||0|0|0|1|2026-08-03
64864838016401027|Kauno m. sav.|Kauno m.|2|20|110|65|98,27|98,27|34,12|||64,15||||||2|2019|2022|||0|1|1|0|0|1|0|0|1|2|19|4|20|1|1|1|2|41|8|8|2026-08-03
64857814331319624|Kauno m. sav.|Kauno m.|2|20|110|50|76,44|76,44|59,04|||17,4||||||2|2019|2025|||0|1|1|0|0|1|0|0|1|1|19|2|2|1|4|0|2|0|8|4|2026-08-03
80094885639061905|Kauno m. sav.|Aleksoto sen.|2|20|110|127|131,19|131,19|90,06|||41,13||||1|4|1|2006|2016|||3|1|1|1|1|1|2|1|1|2|1|2|2|1|1|1|1|14|1|1|2026-08-03
64850903408206761|Kauno m. sav.|Kauno m.|2|20|110|165|132,87|132,87|98,86|||34,01|||||2|1|2020|2021|||6|1|1|1|1|1|2|1|1|2|19|2|2|3|2|2|2|3|8|6|2026-08-03
80100298256782179|Kauno m. sav.|Aleksoto sen.|1|22|222|4249|4652,26||0||||||||5|2|2006|2006|||6|2|2|1|1|1|0|1|3|1|8|4|2|1|21|2|15|15|15|8|2026-08-03
80080462889521628|Kauno m. sav.|Aleksoto sen.|1|20|140|2485|8427,61|4858,99|3790,21|||1068,78|614,78|2953,84||79|5|3|2007|2014|||6|1|1|1|1|1|2|1|1|1|1|4|20|1|11|2|1|2|8|1|2026-08-03
74403788141298527|Kauno m. sav.|Kauno m.||28|240|19|0||0|||||||||1||1946||||||||||||2|1||3|3||||||1|2026-08-03
75587258715002173|Kauno m. sav.|Žaliakalnio sen.||22|292|490|979,72||0|||||||||2||1963|||3|1|1||1|1|2|||1|11|3|4|11|2|2|1|8|2|2|2026-08-03
74913436734814057|Kauno m. sav.|Žaliakalnio sen.|3|28|240|21|0||0|||||||||1|1957|1957|||0|0|0|0||1||||2|1|2|2|3|0|1|0|15|0|4|2026-08-03
75339473137858964|Kauno m. sav.|Žaliakalnio sen.||20|110|0|386,04|263,22|104,09|||159,13|75,94|46,88|||6|2||1993|||3|1|1|||1|1|||2|1|2|2|1||2|1|2|1|1|2026-08-03
75669698458122686|Kauno m. sav.|Kauno m.||20|110|0|211,66|137,85|101,42||12,02|36,43|61,79|||||2||1991|||3|1|1|1||1|1|||2|1|2|1|1|0|2|1|8|1|1|2026-08-03
75669690716966345|Kauno m. sav.|Kauno m.||22|220|26|17,73||0|||||||||1||1994|||0|0|0|0|0|1|0|||2|1|2|1|3|0|0|0|4|0|1|2026-08-03
75528967706203654|Kauno m. sav.|Kauno m.||22|222|0|2110,34||0|||||||||1||1987||||||||1||||2|8|2|2|1|||15|15||8|2026-08-03
74798485568696921|Kauno m. sav.|Kauno m.||28|240|24|0||0|||||||||1||1958|||0|0|0|0||1||||2|1|2|2|1|0||0|15|1|1|2026-08-03
75528955195292014|Kauno m. sav.|Kauno m.||22|296|126|105,03||0|||||||||1||1989|||0|||||1||||2|1|1|21|1|||0|15|0|8|2026-08-03
74996615936880007|Kauno m. sav.|Kauno m.||28|240|12|0||0|||||||||0||1975||||||||||||2|48||21||||||||2026-08-03
75685093082262206|Kauno m. sav.|Šančių sen.||20|110|88|54,8|54,8|23,84|||30,96||||||1||1926|||3|1|1|||1||||2|1|2|3|1|||1|8|1|1|2026-08-03
75207381788018265|Kauno m. sav.|Kauno m.|2|22|210|220|342,23||0|||||||||2|1971|1971|||3|1|1|1|1|1|0|0|1|2|1|4|21|1|0|1|1|4|8|4|2026-08-03
75647401502522138|Kauno m. sav.|Šančių sen.|2|20|140|138|167,12|165,38|109,76||1,74|55,62||||3||1|1938|1938|||7|1|1|0|1|1|2|1|1|2|30|2|3|3|5|2|12|8|1|1|2026-08-03
64849046319532117|Kauno m. sav.|Kauno m.|2|20|110|218|144,21|123,96|95,45|||28,51||20,25|||2|1|2020|2023|||6|1|1|1|1|1|2|1|1|2|19|2|2|3|2|2|2|2|8|1|2026-08-03
64850781476969599|Kauno m. sav.|Kauno m.|3|28|240|7|0||0|||||||||1|2019|2020|||0|0|0|0||0||||2|48|2|2|0|19|19|0|26|0|1|2026-08-03
64850825371714771|Kauno m. sav.|Kauno m.|2|20|110|0|126,82|103,57|76,72|||26,85||23,25|||4|1|2016|2020|||6|1|1|0|1|1|2|1|3|2|19|2|2|3|3|2|2|13|1|1|2026-08-03
74626708095317545|Kauno m. sav.|Kauno m.||28|240|25,54|0||0|||||||||1||1972||||||||||||12|38||3||||||||2026-08-03
75639809518177822|Kauno m. sav.|Šančių sen.||20|110|149|107,98|106,12|61,3||1,86|44,82|||||9|1||1941|||3|1|1|1||1||||2|1|2|2|1||2|1|8|1|1|2026-08-03
6485146703921757|Kauno m. sav.|Kauno m.|2|20|110|100|146,01|146,01|122,84|||23,17|||||2|2|2020|2023|||6|1|1|0|1|1|2|1|3|2|19|2|2|1|3|2|2|15|8|6|2026-08-03
74491555330861145|Kauno m. sav.|Kauno m.||28|240|38|0||0|||||||||1||1964||||||||||||3|48|2|2||||||||2026-08-03
75340234067494127|Kauno m. sav.|Šilainių sen.|1|22|220|2801|4406,76||0||||||119|||2|1993|1993|||0|0|0|0|0|1|0|0|0|2|3|4|21|1|0|2|1|15|0|8|2026-08-03
75465093230155586|Kauno m. sav.|Šančių sen.|2|20|140|757|2750,79|2295,83|1488,61|||807,22|454,96||40|40||5|1975|1975|||10|1|1|1|1|1|1|1|1|1|1|4|21|1|0|2|1|8|1|1|2026-08-03
75542419236684685|Kauno m. sav.|Petrašiūnų sen.||22|210|436|646,99||0|||||||||2||1994|||1|1|1||1|1||||2|3||21|1|||1|4|1|1|2026-08-03
64849044302418959|Kauno m. sav.|Kauno m.|4|20|110|47|63,21|63,21|47,19|||16,02||||1||2|2020|2021|||6|1|1|1|1|1|2|1|1|1|19|4|20|1|2|1|2|35|8|1|2026-08-03
75585890387790997|Kauno m. sav.|Žaliakalnio sen.||20|120|103|192,08|128,89|85,49|||43,4|63,19|||||2||1963|||3|1|1|1||1|1|||2|11|2|11|1||2|1|8|2|2|2026-08-03
75207384119337833|Kauno m. sav.|Aleksoto sen.||22|228|186|133,58||0|||||||||1||1969|||1|1|1|1|1|1|0|0|3|2|1|1|21|1|2|1|1|3|8|4|2026-08-03
88502851797122944|Kauno m. sav.|Panemunės sen.||26|266|76|112,41||0|||||||||1|1988|2004|||3|2|2|2|0|1|1|1|0|2|1|2|3|1|0|1|1|8|1|1|2026-08-03
64775658212961565|Kauno m. sav.|Kauno m.||22|220|24|20,72||0|||||||||0||1981||||||||||||12|1||||||||||2026-08-03
65063752767759109|Kauno m. sav.|Šilainių sen.|2|20|110|160|142,04|142,04|0|||142,04||||0||1|2014|2019|||0|0|0|0|0|0|0|0|0|2|19|0|0|0|0|0|2|0|0|0|2026-08-03
65065796650994656|Kauno m. sav.|Aleksoto sen.|2|20|120|99|161,06|161,06|0|||161,06||||||1|2014|2014|||0|0|0|0|0|0|0|0|0|2|19|2|2|1|0|0|2|15|0|0|2026-08-03
64799544545269483|Kauno m. sav.|Kauno m.|1|22|210|5329|9467,01||0||||||||1|2|2021|2023|||7|1|1|0|1|1|2|1|3|1|26|4|23|1|13|2|8|31|15|9|2026-08-03
65189654690970142|Kauno m. sav.|Šilainių sen.|2|20|110|200|214,74|179,4|124,11|||55,29||35,34||1|5|2|2009|2018|||3|1|1|1|1|1|2|1|3|2|1|2|2|1|2|2|1|38|8|1|2026-08-03
65197425845599996|Kauno m. sav.|Gričiupio sen.||22|224|558|885,29||0||||||||4|2|1966|1966|||1|1|1|0|0|1|0|0|1|2|8|2|20|1|15|1|1|15|8|4|2026-08-03
64721786811667043|Kauno m. sav.|Kauno m.|2|20|110|240|179,46|139,03|99,98|||39,05||40,43||||1|2024|2026|||0|1|1|0|0|1|0|0|1|1|19|2|2|3|28|1|2|15|8|3|2026-08-03
65188950285180694|Kauno m. sav.|Petrašiūnų sen.||28|240|205|0||0|||||||||1|2009|2009|||3|1|1|0||1||||1|1|2|2|1|3||1|14|8|1|2026-08-03
64727310641865821|Kauno m. sav.|Kauno m.|3|28|240|27|0||0|||||||||1|2019|2022|||0|0|0|0||1||||2|48|2|2|3|21|0|0|4|8|4|2026-08-03
64918653434784729|Kauno m. sav.|Aleksoto sen.|2|20|110|182|138,41|117,99|89,42|||28,57||20,42||||1|2017|2019|||6|1|1|0|1|1|2|1|3|1|19|2|2|3|2|1|2|35|8|1|2026-08-03
64983076613517557|Kauno m. sav.|Petrašiūnų sen.|4|20|110|65|79,66|79,66|55,78|||23,88||||0|4|1|2015|2023|||6|2|2|0|1|1|2|1|1|2|48|2|13|3|18|2|14|13|8|1|2026-08-03
64729689967691295|Kauno m. sav.|Kauno m.|2|20|110|253|209,21|158,98|134,11|||24,87||50,23||||1|2025|2026|||0|1|1|0|0|1|0|0|0|1|48|4|38|3|0|0|29|15|0|0|2026-08-03
64720170302898394|Kauno m. sav.|Kauno m.|3|22|240|48|0||0|||||||||1|2024|2024|||0|0|0|0||0||||2|0|0|0|0|0|0|0|0|0|0|2026-08-03
64717762018712016|Kauno m. sav.|Kauno m.|3|28|240|28|0||0|||||||||1|2008|2010|||0|0|0|0||1||||2|1|2|3|1|1|2|1|38|8|1|2026-08-03
64917977627018439|Kauno m. sav.|Šilainių sen.|2|20|120|131|186,12|186,12|147,26|||38,86||||2||2|2017|2020|||6|1|1|1|1|1|2|1|1|2|1|2|2|1|2|2|1|13|8|1|2026-08-03
64914182027690281|Kauno m. sav.|Petrašiūnų sen.|3|28|224|60|49,88||0|||||||||1|2017|2017|||0|0|0|0||1||||12|1|2|2|3|0||0|23|8|8|2026-08-03
64918756361354232|Kauno m. sav.|Žaliakalnio sen.|2|20|120|65|125,71|125,71|99,17|||26,54|||2|2|3|2|2015|2017|||7|1|1|0|1|1|2|1|1|2|19|2|2|1|2|1|2|8|8|1|2026-08-03
64908368988135123|Kauno m. sav.|Aleksoto sen.|2|20|110|204|249,9|205,72|152,66|||53,06||44,18|||4|3|2017|2025|||6|1|1|0|1|1|2|1|3|1|19|2|2|1|15|2|8|13|15|1|2026-08-03
74435505715138559|Kauno m. sav.|Kauno m.||22|220|146|127,75||0|||||||||1||1968||||||||1||||2|11|1|4|1||||15||1|2026-08-03
75635788996011449|Kauno m. sav.|Vilijampolės sen.||20|110|137|151,81|102,48|59,55||5,58|42,93|43,75|||1||1||1949|||3|1|2|2||1|1|||1|30|2|3|3|5|2|12|8|1|1|2026-08-03
75002774566750682|Kauno m. sav.|Kauno m.||28|240|9|0||0|||||||||1||1938|||||||||||||38||3||||||||2026-08-03
75685577264346771|Kauno m. sav.|Centro sen.||20|110|64|59,56|59,56|53,93|||5,63||||1||1||1926|||16|1|1|1||1|1|||2|30|2|7|3|||7|8|2|1|2026-08-03
7565912077017127|Kauno m. sav.|Vilijampolės sen.||20|110|58|90,03|90,03|28,28|||61,75||||1||1||1935|||7|||1||1|1|||12|48||2|||||8|||2026-08-03
75623265780045287|Kauno m. sav.|Kauno m.|0|22|292|0|0||0||||||||9|0||1956|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2026-08-03
74437233230161867|Kauno m. sav.|Kauno m.||22|220|19|16,44||0|||||||||1||1968||||||||1||||2|11|1|4|2||||15||1|2026-08-03
75628392676464901|Kauno m. sav.|Petrašiūnų sen.||20|110|109|93,76|93,76|59,26|||34,5||||||1|1954|1954|||3|1|1|1|1|1|1|0|1|1|30|2|3|3|0|2|12|8|1|1|2026-08-03
74434754063291475|Kauno m. sav.|Kauno m.||28|240|54|0||0|||||||||1||1978|||||||||||||11||3||||||||2026-08-03
74434742289078662|Kauno m. sav.|Kauno m.||28|240|36|0||0|||||||||1||1978|||||||||||||6||24||||||||2026-08-03
74477695472851282|Kauno m. sav.|Kauno m.||28|240|20|0||0|||||||||1||1973||||||||1||||2|1||3|1||||4|1|1|2026-08-03
74435525342217285|Kauno m. sav.|Kauno m.||28|240|15|0||0|||||||||1||1935||||||||1||||2|30||3||1||||||2026-08-03
74434730514897088|Kauno m. sav.|Kauno m.||28|240|18|0||0|||||||||1||1961||||||||||||3|48|2|2|||||||1|2026-08-03
74437054558252641|Kauno m. sav.|Kauno m.||22|220|19|16,5||0|||||||||1||1968||||||||1||||2|1|1|21|||||15||1|2026-08-03
75608690912396179|Kauno m. sav.|Vilijampolės sen.||20|110|0|179,11|116,95|63,69|29,23||24,03|62,16|||1||2||1959|||3|1|1|1||1|1|||1|1|2|2|1|2|2|1|8|1|1|2026-08-03
74885551596151512|Kauno m. sav.|Kauno m.||28|240|29|0||0|||||||||1|1998|1998||||||||1||||2|14||3|1||||15|||2026-08-03
75595451901021543|Kauno m. sav.|Panemunės sen.||22|296|0|98,99||0|||||||||1||1984|||9|||||||||12|1||4||||||||2026-08-03
74615803218030463|Kauno m. sav.|Kauno m.||28|240|55,36|0||0|||||||||1||1975|||||||||||||1||3||||||||2026-08-03
74602199817359494|Kauno m. sav.|Kauno m.||28|240|18,59|0||0|||||||||1||1961|||||||||||||11||11||||||||2026-08-03
75661979285343073|Kauno m. sav.|Aleksoto sen.||20|110|0|134,06|85,33|63,24||3|22,09|45,73|||||1||1934|||4|1|1|1||1|1|||2|30|2|7|3||2|8|8|2|2|2026-08-03
74617593971269505|Kauno m. sav.|Aleksoto sen.||20|110|41|31,43|31,43|18,19|||13,24|||||7|1||1975|||4|||||1||||2|1|2|3|3||1|1|8|1|1|2026-08-03
74622491548102562|Kauno m. sav.|Kauno m.||28|240|9|0||0|||||||||0||1981||||||||1||||1|1|||1||||||1|2026-08-03
74691068591587473|Kauno m. sav.|Kauno m.||28|240|23|0||0|||||||||1||1965||||||||1||||2|1|2|3|1||||15||1|2026-08-03
75443154278566682|Kauno m. sav.|Šilainių sen.||20|110|130|376,42|283,91|177,44||1,56|106,47|68,1|22,85||||2||1978|||6|1|2|1|||1|||1|1|2|3|1||2|1|2|1|1|2026-08-03
7570737693814461|Kauno m. sav.|Centro sen.||22|210|66|32,6||0||||||||7|1||1892|||3|1|1|0|0|1|0|0||2|1|2|3|3||2|1|8|1|1|2026-08-03
74694873985879651|Kauno m. sav.|Kauno m.||28|240|6,24|0||0|||||||||1||1936|||||||||||||38||7||||||||2026-08-03
64707787136117412|Kauno m. sav.|Kauno m.|2|20|110|222|179,43|179,43|0|||179,43||||||1|2024|2025|||0|1|1|0|0|1|0|0|0|1|19|2|1|3|0|1|2|15|8|4|2026-08-03
75001466879522083|Kauno m. sav.|Kauno m.||28|240|28|0||0|||||||||1|1986|1986|||0|0|0|0||1||||2|1|2|20|1|0||0|15|0|1|2026-08-03
74977798207058799|Kauno m. sav.|Kauno m.||28|240|19|0||0|||||||||1||1957||||||||||||2|1||2|||||||1|2026-08-03
7564510898210762|Kauno m. sav.|Aleksoto sen.||20|110|65|156,11|101,74|58,05|||43,69|54,37||||8|2||1939|||3|2|1|1||1|1|||2|30|2|1|3|||12|8|1|1|2026-08-03
95744441553784698|Kauno m. sav.|Šilainių sen.|2|20|110|120|174,17|152,49|121,4|||31,09||21,68|||5|3|2002|2009|||6|1|1|1|1|1|2|1|1|2|40|2|20|3|5|2|11|8|1|1|2026-08-03
75677412567078398|Kauno m. sav.|Žaliakalnio sen.||20|140|105|172,38|171,44|109,87||0,94|61,57|||||9|2||1930|||6|1|1|1||1|1|||2|30|2|2|3|5|2|11|8|1|1|2026-08-03
75629211057839846|Kauno m. sav.|Šilainių sen.||20|110|0|78,77|39,41|39,41||||39,36|||1||1||1954|||4|1|||||||||1||3|||||8|||2026-08-03
81830771607930189|Kauno m. sav.|Šilainių sen.||20|110|119|208,29|134,9|87,34|||47,56|46,94|26,45||||1|1990|2009|||3|1|1|1|1|1|2|1|1|1|1|2|2|1|2|2|1|14|8|1|2026-08-03
75644310848584043|Kauno m. sav.|Panemunės sen.||20|110|0|75,37|75,37|53,36|||22,01||||||2||1939|||4|||||1||||1|30|2|1|3|||12|8|1|1|2026-08-03
64815510895347012|Kauno m. sav.|Kauno m.|2|20|110|154|124,26|97,57|75,47|||22,1||26,69|||2|1|2021|2021|||6|1|1|1|1|1|2|1|3|2|19|2|2|3|1|1|2|38|8|1|2026-08-03
6505897578977754|Kauno m. sav.|Vilijampolės sen.|2|20|110|67|99,08|99,08|86,21|||12,87||||1|4|2|2014|2017|||3|1|1|1|1|1|2|1|1|2|19|1|20|1|2|2|8|35|8|1|2026-08-03
6471572028210297|Kauno m. sav.|Kauno m.|3|28|240|26|0||0|||||||||1|2023|2024|||0|0|0|0||1||||2|48|2|2|3|2|19|0|24|0|4|2026-08-03
6485257388286679|Kauno m. sav.|Kauno m.|2|20|120|217|174,7|174,7|128,04|||46,66|||2|2|2|1|2022|2025|||6|1|1|1|1|1|2|1|1|2|19|2|2|3|2|2|2|35|8|4|2026-08-03
65349127616536676|Kauno m. sav.|Centro sen.|1|22|212|6670|24348,69||0||||||||4|4|2005|2007|||1|1|1|0|1|1|0|1|3|2|3|2|2|1|13|21|8|14|0|4|2026-08-03
64862689822736921|Kauno m. sav.|Kauno m.|2|20|110|206|160,34|136,34|92,49|||43,85||24||||1|2019|2021|||6|1|1|1|1|1|2|1|1|2|1|4|21|1|1|2|1|2|1|1|2026-08-03
64821757939862543|Kauno m. sav.|Kauno m.|2|20|120|179|179,07|179,07|152,03|||27,04|||2|2||2|2020|2023|||6|1|1|1|1|1|2|1|1|2|19|4|20|1|12|2|2|35|15|1|2026-08-03
64874125766278185|Kauno m. sav.|Kauno m.|2|22|212|262|237,45||0||||||||4|1|2019|2019|||6|1|1|0|1|1|0|1|1|2|8|2|20|12|21|2|15|38|8|4|2026-08-03
64867391602989627|Kauno m. sav.|Kauno m.|2|20|110|83|104,63|104,63|81,28|||23,35|||||2|2|2019|2020|||6|2|2|0|1|1|2|1|1|2|19|2|2|1|2|2|8|38|8|1|2026-08-03
647060292618854|Kauno m. sav.|Kauno m.|3|22|240|13|10,85||0|||||||||1|2022|2025|||0|0|0|0|0|1|0|0|1|1|25|4|20|1|0|2|0|15|0|1|2026-08-03
65028016221145152|Kauno m. sav.|Aleksoto sen.|3|22|212|17|38,43||0|||||||||1|2013|2015|||0|0|0|0|0|1|0|0|1|1|8|2|2|0|15|0|0|37|0|8|2026-08-03
65026068437309639|Kauno m. sav.|Šilainių sen.|4|20|110|70|55,3|55,3|45,05|||10,25||||||1|2014|2017|||3|1|1|1|1|1|2|1|1|2|19|1|20|1|2|1|2|35|8|1|2026-08-03
65058499438757467|Kauno m. sav.|Šilainių sen.|2|20|120|67|99,26|99,26|0|||99,26|||||4|2|2014|2015|||0|0|0|0|0|1|0|0|1|2|19|1|20|1|2|0|2|0|0|0|2026-08-03
65188919670164075|Kauno m. sav.|Šilainių sen.|2|20|120|123|243,71|156,68|137,65|||19,03|32,61|54,42|||4|2|2009|2012|||3|1|1|1|1|1|3|1|1|1|1|2|2|1|2|2|1|35|8|1|2026-08-03
64870455681542927|Kauno m. sav.|Kauno m.|2|20|110|128|219,6|139,85|82,4|||57,45|40,06|39,69||||1|1989|1989|||7|1|1|0|1|1|2|1|0|2|1|2|2|1|2|2|1|13|8|1|2026-08-03
64811049188833167|Kauno m. sav.|Kauno m.|2|20|120|205|295,9|249,92|180,62|||69,3||45,98|2|2|2|2|2021|2025|||6|1|1|1|1|1|2|1|3|2|19|2|2|1|12|2|2|15|8|1|2026-08-03
64810760115641936|Kauno m. sav.|Kauno m.|2|20|110|128|191,97|191,97|0|||191,97||||||2|2021|2025|||6|1|1|1|1|1|0|0|0|2|19|2|2|1|28|1|2|15|8|8|2026-08-03
64706029745490598|Kauno m. sav.|Kauno m.|3|22|240|14|9,51||0|||||||||1|2022|2025|||0|0|0|0|0|1|0|0|1|1|25|4|20|1|0|2|0|15|0|1|2026-08-03
64717607382223027|Kauno m. sav.|Kauno m.|2|20|110|154|105,56|105,56|81,12|||24,44||||1|1|1|2024|2026|||6|1|1|0|1|1|2|1|4|2|19|4|20|3|2|1|8|38|8|7|2026-08-03
647130132199768|Kauno m. sav.|Kauno m.|2|20|110|101|136,65|136,65|0|||136,65||||||2|2024|2024|||0|1|1|0|0|0|0|0|0|1|19|4|20|1|0|0|2|15|0|0|2026-08-03
64709410531993153|Kauno m. sav.|Kauno m.|2|20|110|168|136,65|106,65|87,7|||18,95||30|1|1||1|2024|2024|||6|1|1|0|0|1|0|0|1|1|19|2|2|3|2|1|8|15|8|4|2026-08-03
64856329284697187|Kauno m. sav.|Kauno m.|2|24|140|264|1002,64|867,88|672,88||103,58|195|||15|14|4|4|2017|2020|||6|1|1|1|1|1|2|1|3|1|19|4|20|1|2|1|2|13|8|1|2026-08-03
8006158197432868|Kauno m. sav.|Vilijampolės sen.|1|24|140|888|2975,61|2156,6|712,26|||1444,34|||30|5|5|3|2006|2008|||6|1|1|1|1|1|2|1|1|1|1|4|20|1|2|1|2|15|8|8|2026-08-03
64845055433667365|Kauno m. sav.|Kauno m.|2|20|110|266|161,47|137,79|101,42|||36,37||23,68|||2|1|2020|2022|||6|1|1|1|1|1|2|1|3|1|19|2|1|3|1|2|2|38|1|7|2026-08-03
7441850204311963|Kauno m. sav.|Kauno m.||28|240|13|0||0|||||||||1||1977|||||||||||||8||7||||||||2026-08-03
75465196861724301|Kauno m. sav.|Šančių sen.|1|20|140|743|2744,01|2295|1469,83|||825,17|449,01||40|40|7|5|1975|1975|||10|1|1|1|1|1|1|1|1|1|1|4|21|1|0|2|1|8|1|1|2026-08-03
756545457101193|Kauno m. sav.|Žaliakalnio sen.|2|20|110|152|160,94|144,96|128,06|||16,9|15,98||||5|1|1937|1937|||6|1|1|1|1|1|2|1|3|2|1|2|2|1|2|2|1|45|8|1|2026-08-03
74468916520896988|Kauno m. sav.|Kauno m.||28|240|28|0||0|||||||||1||1937||||||||||||12|48||21||||||||2026-08-03
75528965204018583|Kauno m. sav.|Kauno m.||22|296|237|229,28||0|||||||||1||1987|||1|0|0|||1||||2|3|1|21|1|||1|15|1|1|2026-08-03
64847642360077312|Kauno m. sav.|Kauno m.|4|20|110|93|71,12|50,02|41,79|||8,23||21,1||||1|1984|1984|||7|1|1|0|1|1|0|1|1|2|1|2|3|1|2|2|1|8|8|1|2026-08-03
64739035405785961|Kauno m. sav.|Kauno m.|2|20|110|236|304,55|265,19|158,31|||106,88||39,36||||2|2023|2025|||0|1|1|1|0|1|0|0|0|1|19|4|20|1|0|1|2|15|15|3|2026-08-03
64856726346069427|Kauno m. sav.|Kauno m.|2|20|110|123|184,89|95,37|0|||95,37|56,27|33,25||||1|1995|2023|||0|1|1|0|0|1|0|0|0|1|1|2|2|1|0|0|1|15|8|8|2026-08-03
74246844935489331|Kauno m. sav.|Kauno m.||28|240|19|0||0|||||||||1||2000|||0|0|0|0||0||||12|48|2|3|3|21||0|0|1|1|2026-08-03
74432605786256947|Kauno m. sav.|Kauno m.||28|240|118|0||0|||||||||1||1988||||||||1||||2|1||3|1||||15|1|1|2026-08-03
