dirbt_id,seniunijos_pavad,atr_uzstatytas_plotas,stat_pabaigos_metai,aukstu_skaicius,status,pool,n_candidates,b_OBJECTID,b_TOP_ID,b_Shape_Area,b_seniunija,b_cx,b_cy,log_area_dist
75662381165638254,Kauno m.,325.0,1988.0,0,ambiguous,citywide,15780,1548.0,9B3487C6-FA19-43C6-ADF9-95791CC4069C,324.99225002824886,Vilijampolės sen.,491502.7924808238,6085834.91614965,2.3846351248302255e-05
75557705477436107,Aleksoto sen.,91.0,1967.0,2,ambiguous,district,8116,62725.0,9806e061-abce-456e-9720-20e1f3754cb0,91.0041477688837,Aleksoto sen.,493430.8417809502,6083816.005764676,4.557883911182614e-05
7566714974431879,Centro sen.,293.0,1932.0,3,ambiguous,district,1342,63067.0,62f922b9-9a8c-4ca1-b9cd-988a16f95356,292.96765734744423,Centro sen.,494912.93442458124,6084163.090396278,0.00011039057252837381
74557479345644606,Aleksoto sen.,28.0,1986.0,1,ambiguous,district,3250,34377.0,CB1BC573-09C3-4346-9C90-C756811970C9,27.97089824185801,Aleksoto sen.,492211.0320999999,6083868.1246,0.0010398890022709217
74476625631418672,Kauno m.,8.0,1980.0,1,ambiguous,citywide,3969,3192.0,1E9685FE-87AF-4400-866F-38F9F4075B25,12.001999996529893,Šilainių sen.,492618.23000000004,6090486.250000001,0.40563176059835815
74457071169911876,Kauno m.,39.0,1960.0,1,ambiguous,citywide,25058,54907.0,2986dd97-534c-46d5-8e66-387de25a99ae,39.00176693465833,Vilijampolės sen.,491702.9259369278,6086410.390419007,4.5304990593741934e-05
7449318547086016,Kauno m.,25.0,1958.0,1,ambiguous,citywide,18210,29207.0,0A56472F-66B2-41A7-B47B-01701314B5D5,25.00039999837093,Gričiupio sen.,497989.3960000001,6085158.809300002,1.5999806839861463e-05
75645588955755058,Aleksoto sen.,118.0,1939.0,1,ambiguous,district,7964,31806.0,2F06A091-8A3E-4E6D-8F01-35BDB0E0EBE9,117.98352175946067,Aleksoto sen.,491891.5844927761,6084434.777270552,0.00013965585769160072
74887316773013274,Kauno m.,24.0,1973.0,1,ambiguous,citywide,17670,12815.0,E8EABD14-F888-422C-ABA7-C5C8CCEC5C25,24.000599999125676,Šančių sen.,496818.5500000001,6081148.900000001,2.4999651075940932e-05
65295251457631112,Kauno m.,110.0,1985.0,1,ambiguous,citywide,40662,21269.0,1DDDD137-57E5-4FEC-8D84-596B6D837A2A,109.9988000088267,Vilijampolės sen.,488338.6846619911,6087603.479800471,1.0909070170761481e-05
74535444872027207,Panemunės sen.,146.0,1990.0,2,ambiguous,district,5072,40861.0,12BB1741-30FB-45F3-94C3-617D93A87372,145.99224999109376,Panemunės sen.,496848.3387249807,6078572.473439683,5.308366169476386e-05
74118857604661165,Kauno m.,25.0,2003.0,1,ambiguous,citywide,18210,29207.0,0A56472F-66B2-41A7-B47B-01701314B5D5,25.00039999837093,Gričiupio sen.,497989.3960000001,6085158.809300002,1.5999806839861463e-05
75608823317993554,Žaliakalnio sen.,105.0,1993.0,2,ambiguous,district,4687,204.0,E3090CE4-0D07-4627-88DE-6D40129F21BE,105.00825000202005,Žaliakalnio sen.,495025.85454079555,6086127.711722616,7.856836123565358e-05
74411958895066674,Kauno m.,21.0,1975.0,1,ambiguous,citywide,15889,28359.0,7954F990-38CB-4317-9E88-38DC85F535ED,21.000499999102203,Vilijampolės sen.,492868.10720000026,6086517.1454,2.3809197616131428e-05
742780136467448,Kauno m.,3.0,1980.0,1,no_match,citywide,0,,,,,,,
75660130060048389,Aleksoto sen.,34.0,1935.0,1,ambiguous,district,3855,40155.0,A6841622-92EE-4452-9BF8-D7638E097412,33.98790000497401,Aleksoto sen.,491832.62931084307,6082009.436363066,0.00035594554774798226
7571281509027869,Centro sen.,307.0,1870.0,1,ambiguous,district,1288,32592.0,F9B23673-842A-462A-B314-69006389B3B2,307.11859132473546,Centro sen.,493448.81076956115,6084714.256771867,0.00038621636890656674
74827579538144395,Kauno m.,13.0,1971.0,1,ambiguous,citywide,9555,35456.0,3BA4D5F7-5D94-4C59-A9F0-989F391DA4E6,13.001844835072216,Šančių sen.,496448.3977335273,6083813.975750751,0.0001419003218434689
