dirbt_id,seniunijos_pavad,obje_tipas,pask_tipas,aukstu_skaicius,atr_uzstatytas_plotas,stat_pabaigos_metai,status,n_candidates,n_categorical_pool,best_unikalus_nr,best_b_area,log_area_dist
74480174928248419,Kauno m.,28,240,1,24.0,1980.0,ambiguous,830,3176,199480080075,23.88897094517182,0.00463694464823261
75022930136231458,Kauno m.,28,240,1,25.2,1976.0,ambiguous,911,3176,199600009029,25.196699997465313,0.00013096105656007495
64862017027300156,Kauno m.,20,120,2,67.0,2020.0,ambiguous,1917,2464,440029268517,67.10870165869021,0.0016210981263862223
75649317523188792,Panemunės sen.,20,110,1,153.0,1938.0,ambiguous,13748,15727,199350300019,153.00044999148156,2.9411164694792546e-06
74210102606214898,Kauno m.,28,240,1,58.0,2001.0,ambiguous,1992,3176,440028098953,57.99539177605002,7.945529355701808e-05
75674828559716384,Žaliakalnio sen.,20,140,2,151.0,1930.0,ambiguous,766,821,199300549013,150.56595001008566,0.0028786425631430745
75709489996555912,Šančių sen.,20,110,1,126.0,1888.0,ambiguous,14627,15727,199300603018,126.00539999584704,4.285619155730558e-05
75664677196511737,Panemunės sen.,20,110,2,129.09,1933.0,ambiguous,7009,8034,440015589508,129.09746655203216,5.783822223381918e-05
7429804454584632,Vilijampolės sen.,28,240,1,25.0,1975.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
7415389271761981,Kauno m.,28,240,1,55.0,2002.0,ambiguous,1925,3176,440043133599,55.04719999694005,0.0008578137351182846
74410463667878471,Kauno m.,28,240,1,21.0,1982.0,ambiguous,683,3176,199570356022,20.99824999592453,8.333699983475995e-05
64921455855156768,Panemunės sen.,20,110,1,179.0,2017.0,ambiguous,12160,15727,440040261561,179.00460439004686,2.572251859689345e-05
87310622541554722,Šančių sen.,20,120,1,121.0,1930.0,ambiguous,1328,1391,440057124506,121.11828075402212,0.0009770494244651928
74163594424323603,Kauno m.,28,240,1,15.0,2001.0,ambiguous,354,3176,440023993764,14.810749998136423,0.01269693277208983
75716043544442335,Kauno m.,22,296,0,157.0,1962.0,ambiguous,5,13,440002101904,98.1266088499715,0.46998723345687043
65342671220339099,Petrašiūnų sen.,26,266,0,62.0,1989.0,ambiguous,17,20,440012327774,61.885603003125944,0.0018468171702883396
92464658310474165,Aleksoto sen.,24,140,4,388.0,2004.0,ambiguous,142,165,198940002010,388.3948108856251,0.0010170364719623848
74560819172455203,Kauno m.,28,240,1,65.0,1930.0,ambiguous,2110,3176,440024992929,65.02111575902447,0.0003248050762660881
74779564259823822,Kauno m.,28,240,1,21.21,1978.0,ambiguous,693,3176,440021631807,21.195055998147797,0.000704821730291183
64743730127126933,Kauno m.,28,240,1,5.0,2023.0,ambiguous,3,3176,440002584574,12.29224999792967,0.8995310698903893
74936254685371628,Kauno m.,28,240,1,40.0,1993.0,ambiguous,1517,3176,529740369028,40.01455516398078,0.00036381291157594475
74416138832665304,Šančių sen.,28,240,1,15.0,1935.0,ambiguous,354,3176,440023993764,14.810749998136423,0.01269693277208983
64921366925091525,Gričiupio sen.,20,140,3,418.0,2019.0,ambiguous,139,210,199590040010,423.22060000069496,0.012412123584883084
75339367529936738,Vilijampolės sen.,20,150,5,584.0,1993.0,ambiguous,23,23,199710063018,582.0080000002245,0.0034167894864074455
75166015604237121,Panemunės sen.,20,110,1,171.0,1986.0,ambiguous,12647,15727,529870211013,171.0027000005778,1.5789352410422453e-05
64706516287062948,Kauno m.,22,240,1,36.0,2024.0,ambiguous,104,264,440051724188,35.74489999733158,0.007111336909928934
75640576098762333,Kauno m.,22,224,1,536.0,1974.0,ambiguous,324,729,529520074079,535.9810989293926,3.5263813192187854e-05
75715699484720733,Eigulių sen.,20,140,9,521.0,1984.0,ambiguous,296,303,199790125018,521.84840000484,0.0016270825021296176
75672153064256661,Žaliakalnio sen.,20,110,1,110.0,1931.0,ambiguous,14658,15727,529470075019,109.9988000088267,1.0909070170761481e-05
74844837385105598,Kauno m.,28,240,1,16.0,1960.0,ambiguous,406,3176,440052806336,16.03196284859298,0.001995685331706021
74888263697330787,Kauno m.,28,240,1,5.0,1940.0,ambiguous,3,3176,440002584574,12.29224999792967,0.8995310698903893
64967994411632701,Aleksoto sen.,20,110,1,243.0,2017.0,ambiguous,8149,15727,440019813082,243.03368222802413,0.0001386003863919072
74509114711038049,Kauno m.,28,240,1,25.0,1988.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
7488009761107646,Kauno m.,28,240,1,21.0,1970.0,ambiguous,683,3176,199570356022,20.99824999592453,8.333699983475995e-05
75619765106242229,Kauno m.,22,210,1,10.0,1961.0,confident,1,170,199340073081,24.490949051052077,0.8957185298141894
75706164711254922,Aleksoto sen.,22,224,1,777.0,1899.0,ambiguous,338,729,440057431884,777.6516849338775,0.0008383678200889477
65239222992626425,Šilainių sen.,20,110,2,77.0,2019.0,ambiguous,6272,8034,199590151043,77.03250000136904,0.0004219888900198754
74843260856769345,Kauno m.,28,240,1,19.88,1975.0,ambiguous,609,3176,440027549862,20.046249997112902,0.008327902468431958
75613551690769498,Panemunės sen.,20,110,1,94.0,1958.0,ambiguous,14041,15727,199230049013,94.00668983734653,7.116595005385307e-05
7462659336234434,Kauno m.,28,240,1,19.43,1937.0,ambiguous,580,3176,198900100035,19.437812126956445,0.0004019843996432293
79940472214423589,Panemunės sen.,20,110,1,197.0,2010.0,ambiguous,10998,15727,529620192010,196.99574829410827,2.15824963101241e-05
75562527438855484,Panemunės sen.,20,110,1,142.0,1966.0,ambiguous,14233,15727,199870150015,142.00064999388476,4.577411247375096e-06
64861586116162051,Kauno m.,20,110,1,231.0,2022.0,ambiguous,8836,15727,440015696287,231.03839623135644,0.00016620363916963754
756443313776064,Žaliakalnio sen.,20,110,1,111.0,1939.0,ambiguous,14661,15727,199000287018,110.98375000114552,0.00014640710307300964
74581146113545729,Aleksoto sen.,20,110,2,130.0,1992.0,ambiguous,7007,8034,440039509905,129.97160307119515,0.00021846177491902097
75215044318300825,Šilainių sen.,20,120,2,57.0,1965.0,ambiguous,1574,2464,440054349669,57.00851374182759,0.00014935273803651228
6475531494204384,Kauno m.,20,110,1,239.0,2023.0,ambiguous,8363,15727,440014792188,239.05843279592068,0.00024445880337164994
74257147270794979,Šilainių sen.,22,266,1,41.0,1974.0,ambiguous,273,332,199730272012,40.60544999888092,0.009669772679885114
64981233593852744,Kauno m.,28,240,1,25.0,2015.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
74458692658476086,Kauno m.,28,240,1,63.0,1961.0,ambiguous,2067,3176,440020485314,63.04580000315867,0.0007267200521265949
74444120518922019,Kauno m.,28,240,1,25.0,1979.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
75446047821612322,Šilainių sen.,20,110,2,106.0,1978.0,ambiguous,7099,8034,199540129020,106.01139999927152,0.00010754138015744985
75639163536561013,Panemunės sen.,20,110,1,77.0,1968.0,ambiguous,12387,15727,199620009016,77.00259999662414,3.376561985835025e-05
74863060293976269,Kauno m.,28,240,1,1710.0,1966.0,ambiguous,27,3176,199600323546,1760.6209499402737,0.02917318877787345
75489089965567774,Dainavos sen.,20,140,5,1120.0,1973.0,ambiguous,636,847,199690110014,1118.8719000236824,0.0010077397208609895
64803537898758853,Kauno m.,20,110,1,176.0,2026.0,ambiguous,12357,15727,440056740731,175.9801543347779,0.00011276581931518592
65089071676344229,Šančių sen.,20,120,1,61.0,1920.0,ambiguous,827,1391,440051551694,61.010340511585696,0.00016950221705958057
75214374146331489,Panemunės sen.,20,120,1,184.0,1965.0,ambiguous,1140,1391,199250164013,184.01402293168726,7.620868130153724e-05
74718820245508577,Kauno m.,28,240,1,57.0,1998.0,ambiguous,1975,3176,199500088031,56.95269999608882,0.0008301691250727217
75105055731357548,Panemunės sen.,20,110,1,92.0,1988.0,ambiguous,13907,15727,440047966800,92.00531309035003,5.7749314541943875e-05
75648986143236688,Kauno m.,22,212,1,191.0,1966.0,ambiguous,177,437,440058108140,194.06204309125854,0.015904489637216912
7500669767729036,Kauno m.,28,240,1,23.0,1973.0,ambiguous,785,3176,440050269433,23.024728073147582,0.0010745560728868675
65152853966154986,Šilainių sen.,20,110,2,105.0,2013.0,ambiguous,7103,8034,199310295013,104.99826592645981,1.651512247047293e-05
74509120697458242,Kauno m.,28,240,1,25.0,1988.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
74427552115835266,Kauno m.,28,240,1,25.0,1989.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
74412901967021744,Kauno m.,28,240,1,24.0,1953.0,ambiguous,830,3176,199480080075,23.88897094517182,0.00463694464823261
64751112403473213,Kauno m.,28,240,1,48.0,2023.0,ambiguous,1753,3176,529560080028,47.99290952321471,0.00014772917777783334
64899393726679244,Kauno m.,20,140,4,303.0,2023.0,ambiguous,141,149,440046402071,302.8262390200721,0.000573633076617952
75029313117009805,Panemunės sen.,22,222,1,452.0,1968.0,ambiguous,247,917,199730019242,452.48564999531436,0.001073870087353157
7446377004620347,Kauno m.,28,240,1,11.0,1975.0,ambiguous,173,3176,440002584574,12.29224999792967,0.11107370952611895
75151941238362718,Šilainių sen.,20,110,0,27.0,1993.0,confident,3,88,440006523860,42.59120428166462,0.4558108936912699
75645096149278321,Šilainių sen.,20,120,1,198.0,1939.0,ambiguous,1067,1391,199340153019,198.05954750473742,0.000300699758716938
74259066899021287,Kauno m.,26,266,1,26.0,1982.0,ambiguous,213,389,529870323010,26.2570500004299,0.00983798640224487
65070191192783636,Panemunės sen.,20,110,2,159.0,2016.0,ambiguous,6612,8034,440046107417,159.00146706298003,9.226768628245452e-06
75595114244548747,Vilijampolės sen.,20,110,1,71.0,1962.0,ambiguous,11443,15727,199490048018,71.00590000584573,8.309522138016945e-05
74836590940102907,Kauno m.,28,240,1,32.0,1990.0,ambiguous,1227,3176,199490033024,32.05080792518123,0.0015864885232148573
74453069296832333,Kauno m.,28,240,1,25.0,1979.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
64896478881920544,Eigulių sen.,20,110,2,600.0,2018.0,ambiguous,145,8034,440022135702,605.1946251183069,0.008620445492567796
75676267672010619,Kauno m.,24,140,3,323.0,1930.0,ambiguous,288,370,199100126018,322.25658217989326,0.0023042559179557998
64844918768256002,Kauno m.,20,120,2,88.0,2020.0,ambiguous,2245,2464,199550106019,88.01520000117384,0.00017271237042582044
75569386207450975,Dainavos sen.,24,140,5,649.0,1965.0,ambiguous,165,180,199810022010,652.9002999678373,0.005991720927566391
64830396554169833,Kauno m.,20,110,1,213.0,2025.0,ambiguous,9929,15727,529490066018,213.0034721359701,1.6300974978733507e-05
74249375454440728,Kauno m.,28,240,1,21.0,1986.0,ambiguous,683,3176,199570356022,20.99824999592453,8.333699983475995e-05
83840334010038001,Vilijampolės sen.,20,110,2,131.0,2005.0,ambiguous,6996,8034,199940255010,131.00583056621872,4.45071486163684e-05
74240418851883164,Kauno m.,28,240,1,32.0,1972.0,ambiguous,1227,3176,199490033024,32.05080792518123,0.0015864885232148573
7495542167691846,Kauno m.,28,240,1,50.0,1936.0,ambiguous,1809,3176,440025282048,50.01779811025121,0.00035589886550901895
74457542563616225,Kauno m.,28,240,1,35.0,1973.0,ambiguous,1368,3176,199730192028,35.120799997296,0.003445485984352459
75711234263477895,Centro sen.,22,292,2,552.0,1880.0,ambiguous,135,190,199230046032,551.4856185890878,0.0009322848245654214
74267365956683901,Kauno m.,28,240,1,11.0,1962.0,ambiguous,173,3176,440002584574,12.29224999792967,0.11107370952611895
75669473969899828,Petrašiūnų sen.,22,222,2,2577.0,1966.0,ambiguous,97,243,199320139533,2564.4294866121804,0.00488990016043811
75615257244045747,Šančių sen.,20,110,2,77.0,1958.0,ambiguous,6272,8034,199590151043,77.03250000136904,0.0004219888900198754
75690989602391262,Petrašiūnų sen.,20,120,1,164.0,1923.0,ambiguous,1241,1391,199340105014,163.92409999074565,0.0004629120617360982
74439383747113494,Kauno m.,28,240,1,29.0,1947.0,ambiguous,1106,3176,440061094300,29.048890156438162,0.0016844479839783766
745411392376987,Kauno m.,28,240,1,31.0,1999.0,ambiguous,1191,3176,199320440073,30.96873296372617,0.0010091230668045625
74443778358708065,Šančių sen.,28,240,1,28.0,1975.0,ambiguous,1054,3176,440040127631,28.04340274881733,0.001548898009962052
75024058258360074,Kauno m.,28,240,1,26.0,1975.0,ambiguous,946,3176,440053170297,26.02109562525104,0.0008110412190998062
75484424218249885,Žaliakalnio sen.,20,120,2,114.0,1983.0,ambiguous,2254,2464,440049463009,113.97931279536472,0.0001814831744022527
74546865043474755,Kauno m.,28,240,1,37.0,1928.0,ambiguous,1439,3176,440023510410,36.97549517472136,0.0006625119877079477
75636134791216614,Kauno m.,22,222,1,671.0,1957.0,ambiguous,265,917,190010365017,676.1574499895808,0.0076568261367544466
74444500072287909,Kauno m.,28,240,1,28.0,1985.0,ambiguous,1054,3176,440040127631,28.04340274881733,0.001548898009962052
86588856697258368,Kauno m.,28,240,0,64.0,2004.0,ambiguous,8,14,440005080175,57.31299999361206,0.11035560939217248
74541151296991279,Kauno m.,28,240,1,7.0,1983.0,ambiguous,39,3176,440002584574,12.29224999792967,0.5630588332691764
86613297775796669,Eigulių sen.,20,110,1,238.0,2012.0,ambiguous,8438,15727,440009606593,238.00041441710025,1.7412468036326345e-06
75700755219808805,Žaliakalnio sen.,20,110,1,152.0,1907.0,ambiguous,13788,15727,199880090010,152.0013499902958,8.881475663358174e-06
64894267163760136,Panemunės sen.,20,110,1,107.0,2019.0,ambiguous,14591,15727,199670019013,106.99252679106144,6.984551333300004e-05
74490517918730778,Kauno m.,28,240,1,35.0,1973.0,ambiguous,1368,3176,199730192028,35.120799997296,0.003445485984352459
75631974175948621,Petrašiūnų sen.,20,110,1,98.0,1952.0,ambiguous,14258,15727,199620464011,97.99575000126566,4.336827441431268e-05
64940715164911955,Aleksoto sen.,28,240,1,29.0,2016.0,ambiguous,1106,3176,440061094300,29.048890156438162,0.0016844479839783766
64836311957853138,Kauno m.,22,212,2,502.0,2021.0,ambiguous,78,156,440054930226,496.4938843542992,0.011028953796362373
74703169735017921,Kauno m.,28,240,1,13.0,1992.0,ambiguous,262,3176,199180028031,12.808198848106617,0.01486385658262579
75387637986414513,Žaliakalnio sen.,22,232,2,3361.0,1986.0,confident,3,12,199860009016,3247.0717689358758,0.03448495271412
7551760192782736,Aleksoto sen.,20,110,1,101.0,1970.0,ambiguous,14391,15727,199680230015,101.00339999740328,3.3662774028719866e-05
74494909695742198,Kauno m.,28,240,1,22.0,1962.0,ambiguous,739,3176,199270002032,22.042988585359026,0.0019521199805661027
74441407558539535,Kauno m.,28,240,1,4.0,1995.0,no_match,0,3176,,,
74852823163865628,Panemunės sen.,22,296,1,15.0,1970.0,ambiguous,66,352,199390101298,15.165599998743833,0.010979503960177883
75587502016056754,Šilainių sen.,24,110,1,115.0,1963.0,ambiguous,21,24,199630208014,119.5555499974329,0.0388489885323855
74982342783850395,Kauno m.,28,240,1,19.0,1979.0,ambiguous,555,3176,440041270455,19.060278235022437,0.003167516803143755
74438656971942602,Kauno m.,28,240,1,30.0,1991.0,ambiguous,1147,3176,440053929710,29.989079681954312,0.00036407686946393625
75539544176299073,Vilijampolės sen.,20,110,1,83.0,1968.0,ambiguous,13119,15727,199360423014,83.00489999570176,5.90343502304691e-05
75008698441113672,Kauno m.,28,240,1,10.0,1989.0,ambiguous,130,3176,440002584574,12.29224999792967,0.20638388933044371
65111810239788806,Aleksoto sen.,28,240,1,27.0,2012.0,ambiguous,995,3176,199300179020,26.94290380843917,0.00211691284124349
74151478905129395,Petrašiūnų sen.,26,266,1,49.0,1973.0,ambiguous,320,389,440022612240,48.90037078561576,0.0020353191306177187
75703694425506507,Šančių sen.,22,296,1,102.0,1960.0,ambiguous,127,352,199440009061,103.50400000886432,0.014637446103001217
64886068443686107,Kauno m.,20,110,2,58.0,2020.0,ambiguous,4561,8034,440030618416,57.993885026299175,0.00010543613924252071
74791114479273516,Kauno m.,28,240,1,25.0,1977.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
75003197919921286,Kauno m.,28,240,1,27.0,1970.0,ambiguous,995,3176,199300179020,26.94290380843917,0.00211691284124349
74728910580415989,Kauno m.,28,240,1,43.0,1995.0,ambiguous,1597,3176,440028001572,43.06414195874233,0.0014905620194025637
75403355000945416,Eigulių sen.,20,140,5,900.0,1984.0,ambiguous,778,847,199870069013,901.1093471832295,0.001231848943814562
74744075203144092,Kauno m.,28,240,1,36.0,1985.0,ambiguous,1405,3176,440050713967,36.03845984236268,0.001067758697253396
64836022751720929,Kauno m.,20,110,1,85.0,1926.0,ambiguous,13317,15727,199570078012,85.00240000739917,2.823498255555279e-05
7500106596117237,Kauno m.,28,240,1,50.0,1974.0,ambiguous,1809,3176,440025282048,50.01779811025121,0.00035589886550901895
74893760232699502,Kauno m.,28,240,1,49.0,1975.0,ambiguous,1777,3176,199080029036,49.00504426796847,0.00010293894585977625
64921653466700119,Šilainių sen.,20,140,3,323.0,2018.0,ambiguous,149,210,440009567351,322.56496223217016,0.001347773993741086
81960570813998435,Vilijampolės sen.,22,210,2,194.0,1964.0,ambiguous,132,274,440005531102,190.19589999643938,0.019803565459670658
7533357485696035,Kauno m.,22,212,1,88.0,1997.0,ambiguous,143,437,199680347010,87.51068175670466,0.005575951345973884
74270280739130667,Kauno m.,28,240,1,176.0,1999.0,ambiguous,1606,3176,199660309020,176.00548768014818,3.117951475584135e-05
75641468467950612,Šančių sen.,20,120,2,181.0,1940.0,ambiguous,1880,2464,440045630262,181.01374087904566,7.591357730696302e-05
74286526756598456,Kauno m.,28,240,1,21.0,1976.0,ambiguous,683,3176,199570356022,20.99824999592453,8.333699983475995e-05
74440994861953741,Kauno m.,28,240,1,18.0,1981.0,ambiguous,504,3176,199620475038,18.02892226261338,0.0016055028576857922
75561249652530166,Šančių sen.,20,110,2,92.0,1966.0,ambiguous,6939,8034,199320249014,92.0203086720965,0.0002207220749221861
74301091956120238,Petrašiūnų sen.,26,266,1,126.0,1992.0,ambiguous,173,389,199840176010,125.86924362490971,0.0010382878429711084
74300168565317876,Kauno m.,28,240,1,26.0,1980.0,ambiguous,946,3176,440053170297,26.02109562525104,0.0008110412190998062
75242289904803639,Vilijampolės sen.,20,110,1,102.0,1935.0,ambiguous,14424,15727,529560142010,101.99533091911671,4.5776350497739315e-05
74468762277220379,Kauno m.,28,240,1,18.0,1973.0,ambiguous,504,3176,199620475038,18.02892226261338,0.0016055028576857922
74478628822556181,Kauno m.,28,240,1,25.0,1990.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
75669971987377252,Žaliakalnio sen.,20,110,1,59.0,1932.0,ambiguous,9242,15727,199610220014,59.00635000254736,0.00010762137043229814
75597859377960902,Aleksoto sen.,20,120,1,68.0,1961.0,ambiguous,956,1391,199330072014,67.75871999840552,0.003554545234970341
80409413506244587,Aleksoto sen.,20,110,1,169.0,2008.0,ambiguous,12766,15727,199930001018,168.9953999954,2.7219332572769872e-05
85253669990080272,Kauno m.,20,110,2,131.0,1992.0,ambiguous,6996,8034,199940255010,131.00583056621872,4.45071486163684e-05
74567178824472766,Kauno m.,28,240,1,28.0,1969.0,ambiguous,1054,3176,440040127631,28.04340274881733,0.001548898009962052
75648364549414746,Šančių sen.,20,140,2,163.0,1938.0,ambiguous,767,821,199560130018,163.0281999919407,0.00017299112169855135
75358908320797072,Aleksoto sen.,20,110,1,126.0,1990.0,ambiguous,14627,15727,199300603018,126.00539999584704,4.285619155730558e-05
7425414881269618,Kauno m.,28,240,1,14.0,1970.0,ambiguous,297,3176,190021051033,14.002474562702611,0.00017673885952573798
74247964205725284,Kauno m.,28,240,1,26.0,1974.0,ambiguous,946,3176,440053170297,26.02109562525104,0.0008110412190998062
74857305642185221,Kauno m.,28,240,0,4.54,1978.0,no_match,0,14,,,
74454161076100006,Kauno m.,20,110,2,95.0,1980.0,ambiguous,7021,8034,440031711447,95.03307528605733,0.0003481003119221171
75567828900957715,Eigulių sen.,22,224,1,74.0,1970.0,ambiguous,92,729,199680260068,71.82189999699537,0.029875649771541113
75636916128432999,Aleksoto sen.,20,120,1,82.0,1948.0,ambiguous,1154,1391,199300412015,82.06986153634062,0.0008516072349742387
64824914620952662,Kauno m.,28,240,1,28.0,2020.0,ambiguous,1054,3176,440040127631,28.04340274881733,0.001548898009962052
74450283913292462,Kauno m.,28,240,1,29.0,1980.0,ambiguous,1106,3176,440061094300,29.048890156438162,0.0016844479839783766
74988946130683243,Kauno m.,28,240,1,18.0,1980.0,ambiguous,504,3176,199620475038,18.02892226261338,0.0016055028576857922
7533930992665018,Aleksoto sen.,20,110,1,197.0,1993.0,ambiguous,10998,15727,529620192010,196.99574829410827,2.15824963101241e-05
7552355118677602,Aleksoto sen.,20,110,1,72.0,1970.0,ambiguous,11600,15727,199590435015,72.00880000468231,0.00012221481871943496
74221817363291809,Aleksoto sen.,28,240,1,55.0,1959.0,ambiguous,1925,3176,440043133599,55.04719999694005,0.0008578137351182846
9405104734329614,Kauno m.,28,240,1,195.0,2003.0,ambiguous,1474,3176,440063813661,194.79025000446848,0.0010762199196845401
86671137093777217,Petrašiūnų sen.,20,110,1,109.0,2006.0,ambiguous,14633,15727,199620041012,109.00090000046734,8.256850933641147e-06
75597910182268732,Žaliakalnio sen.,20,110,1,68.0,1961.0,ambiguous,10955,15727,199350307010,67.98379999127593,0.00023826380497915522
74928430547397132,Kauno m.,28,240,1,54.73,1980.0,ambiguous,1926,3176,440030663044,54.73813433189357,0.00014861552100420283
75439205029791234,Aleksoto sen.,20,140,5,782.08,1979.0,ambiguous,798,847,199630150011,782.2304000165503,0.0001922892247110397
74533989809439899,Kauno m.,28,240,1,64.56,1976.0,ambiguous,2101,3176,440017873217,64.55357422226399,9.953682685992504e-05
74994882974985078,Kauno m.,28,240,1,47.0,1939.0,ambiguous,1734,3176,199740057027,47.009421325163444,0.00020043363871824482
7425334065122309,Kauno m.,28,240,1,9.0,1989.0,ambiguous,98,3176,440002584574,12.29224999792967,0.31174440498827005
96134213021894982,Petrašiūnų sen.,20,110,0,135.0,2003.0,ambiguous,83,88,199920403014,139.10154142815986,0.029929401868532324
75694503658588375,Petrašiūnų sen.,20,110,2,137.38,1930.0,ambiguous,6922,8034,199680305019,137.3715675227848,6.138255948062721e-05
74206410832744263,Eigulių sen.,20,110,2,200.0,2001.0,ambiguous,5526,8034,440043713357,199.97963089584945,0.00010185070735957424
65063355014645982,Vilijampolės sen.,20,110,2,61.0,2015.0,ambiguous,4906,8034,440054790968,60.93729793322396,0.0010284313883497376
75359952184864062,Panemunės sen.,20,110,2,395.0,1989.0,ambiguous,1165,8034,199730259019,394.898498949229,0.0002569977065780549
74267169438673092,Žaliakalnio sen.,28,240,1,23.0,1955.0,ambiguous,785,3176,440050269433,23.024728073147582,0.0010745560728868675
74437488488214951,Kauno m.,28,240,1,45.0,1958.0,ambiguous,1679,3176,199590211020,45.00037570002737,8.34885464540136e-06
75372867209781702,Kauno m.,22,296,1,59.0,1988.0,ambiguous,131,352,199680054258,58.98239999542236,0.00029834966416864006
74460158819792552,Dainavos sen.,22,214,2,688.0,2000.0,ambiguous,26,65,440023959173,685.2304025056482,0.004033702202607792
64754840033952085,Kauno m.,20,110,1,252.0,2023.0,ambiguous,7686,15727,440057975184,251.97723560753482,9.033897117660672e-05
75645986833018861,Šančių sen.,20,110,1,133.0,1939.0,ambiguous,14521,15727,440053864636,133.01651955118035,0.00012419943866248673
80126928779486489,Aleksoto sen.,20,110,1,182.0,2012.0,ambiguous,11974,15727,199630042014,181.99629999810253,2.032988740552355e-05
83476278601633827,Aleksoto sen.,20,110,1,97.0,2016.0,ambiguous,14221,15727,199700442019,96.99904998900165,9.793975778826791e-06
7426527651045231,Kauno m.,28,240,1,29.0,1978.0,ambiguous,1106,3176,440061094300,29.048890156438162,0.0016844479839783766
64923366176186867,Aleksoto sen.,20,110,1,157.0,2018.0,ambiguous,13518,15727,199300009018,156.996656093512,2.129899426073223e-05
74469217113696043,Kauno m.,28,240,1,25.0,1970.0,ambiguous,903,3176,440050743778,24.990042994721314,0.00039835954577638333
75637502859463385,Vilijampolės sen.,20,120,1,111.0,1947.0,ambiguous,1325,1391,199330139016,111.02630129650154,0.00023692054924140393
75566718666149932,Vilijampolės sen.,20,110,2,98.0,1966.0,ambiguous,7063,8034,199640027012,98.00959999648352,9.795435010673259e-05
74929888178704024,Kauno m.,28,240,1,14.5,1973.0,ambiguous,326,3176,440023993764,14.810749998136423,0.021204618903591488
7446842612364768,Kauno m.,28,240,1,39.0,1959.0,ambiguous,1497,3176,199830130015,38.97799999525118,0.0005642618516472631
75583324611621303,Kauno m.,22,222,1,117.0,1964.0,ambiguous,277,917,199880221012,116.6737999972038,0.0027919280183779094
75174020279077117,Aleksoto sen.,20,110,1,188.0,2003.0,ambiguous,11559,15727,199550237011,188.00365160300575,1.9423231611526148e-05
74883064590662726,Kauno m.,28,240,1,144.0,1974.0,ambiguous,1841,3176,199280275038,143.93575217640864,0.0004462650030223614
65168310425965187,Šilainių sen.,20,120,1,158.0,2011.0,ambiguous,1261,1391,440020686824,158.01941380923407,0.00012286466217048542
75635051386877358,Kauno m.,22,224,8,2515.0,1974.0,no_match,0,0,,,
7423544641580318,Kauno m.,28,240,1,17.0,1933.0,ambiguous,444,3176,199100169028,16.981026597074084,0.0011167058089558424
75340764633272911,Šilainių sen.,20,110,2,189.0,2004.0,ambiguous,5797,8034,199360187017,188.9657119717981,0.0001814345968957909
75600148672265013,Eigulių sen.,20,110,1,257.0,1961.0,ambiguous,7427,15727,440021593871,256.99879521357207,4.687895922117491e-06
74461418170795921,Kauno m.,28,240,1,67.0,1981.0,ambiguous,2144,3176,440021199362,67.06007540801815,0.0008962461322905568
64953373372264825,Panemunės sen.,20,110,2,215.0,2023.0,ambiguous,5089,8034,440007184205,215.01549271332317,7.205653560138359e-05
74883767583498712,Kauno m.,28,240,1,45.64,1991.0,ambiguous,1691,3176,529680230028,45.64019999776054,4.382062277485943e-06
7448674195412934,Kauno m.,28,240,1,37.0,1993.0,ambiguous,1439,3176,440023510410,36.97549517472136,0.0006625119877079477
75570585467969298,Žaliakalnio sen.,24,140,3,536.0,1965.0,ambiguous,187,370,440046292515,542.7482608709132,0.012511443391195698
75015753925496642,Kauno m.,28,240,1,37.0,1994.0,ambiguous,1439,3176,440023510410,36.97549517472136,0.0006625119877079477
84029430968024857,Aleksoto sen.,20,110,1,156.0,2012.0,ambiguous,13572,15727,440004329575,156.00299999756086,1.9230568686801064e-05
64848376871313132,Kauno m.,20,110,1,207.0,2020.0,ambiguous,10336,15727,440059168396,207.00038533371128,1.861513781342694e-06
75518647856021193,Šilainių sen.,20,110,2,118.0,1970.0,ambiguous,7070,8034,440030768666,118.01264147002973,0.00010712536381962678
75008941626808281,Kauno m.,28,240,1,22.0,1980.0,ambiguous,739,3176,199270002032,22.042988585359026,0.0019521199805661027
75461534176052711,Žaliakalnio sen.,20,110,2,142.0,1976.0,ambiguous,6874,8034,199790043014,141.9894500073215,7.429848315254617e-05
64721150738036554,Kauno m.,20,110,1,194.0,2025.0,ambiguous,11182,15727,199820020019,193.9976999917535,1.1855782890535238e-05
75635525184645933,Šilainių sen.,20,120,1,159.0,1949.0,ambiguous,1253,1391,199680173019,158.93355749744435,0.00041796470964516885
80312818423009816,Panemunės sen.,20,110,2,115.0,2011.0,ambiguous,7080,8034,199610091011,115.00420362091396,3.6552557285851606e-05
74282294698366003,Kauno m.,28,240,1,39.0,1970.0,ambiguous,1497,3176,199830130015,38.97799999525118,0.0005642618516472631
